Well,Fluid,Date,Rate
HOMOL-102,Qo,01/01/2010,0
HOMOL-21,Qo,01/01/2010,0
HOMOL-3,Qo,01/01/2010,482.8
HOMOL-4,Qo,01/01/2010,6470.8
HOMOL-41,Qo,01/01/2010,0
HOMOL-45,Qo,01/01/2010,0
HOMOL-47,Qo,01/01/2010,0
HOMOL-49,Qo,01/01/2010,0
HOMOL-61DES,Qo,01/01/2010,0
HOMOL-62,Qo,01/01/2010,0
HOMOL-63,Qo,01/01/2010,0
HOMOL-1,Qg,01/01/2010,9154.1
HOMOL-102,Qg,01/01/2010,0
HOMOL-21,Qg,01/01/2010,0
HOMOL-3,Qg,01/01/2010,703.4
HOMOL-4,Qg,01/01/2010,6947.3
HOMOL-41,Qg,01/01/2010,0
HOMOL-45,Qg,01/01/2010,0
HOMOL-47,Qg,01/01/2010,0
HOMOL-49,Qg,01/01/2010,0
HOMOL-61DES,Qg,01/01/2010,0
HOMOL-62,Qg,01/01/2010,0
HOMOL-63,Qg,01/01/2010,0
HOMOL-1,Qw,01/01/2010,0
HOMOL-102,Qw,01/01/2010,0
HOMOL-21,Qw,01/01/2010,0
HOMOL-3,Qw,01/01/2010,1137.8
HOMOL-4,Qw,01/01/2010,0
HOMOL-41,Qw,01/01/2010,0
HOMOL-45,Qw,01/01/2010,0
HOMOL-47,Qw,01/01/2010,0
HOMOL-49,Qw,01/01/2010,0
HOMOL-61DES,Qw,01/01/2010,0
HOMOL-62,Qw,01/01/2010,0
HOMOL-63,Qw,01/01/2010,0
HOMOL-1,Qo,01/02/2010,7471.2
HOMOL-102,Qo,01/02/2010,0
HOMOL-21,Qo,01/02/2010,0
HOMOL-3,Qo,01/02/2010,476.6
HOMOL-4,Qo,01/02/2010,6387.9
HOMOL-41,Qo,01/02/2010,0
HOMOL-45,Qo,01/02/2010,0
HOMOL-47,Qo,01/02/2010,0
HOMOL-49,Qo,01/02/2010,0
HOMOL-61DES,Qo,01/02/2010,0
HOMOL-62,Qo,01/02/2010,0
HOMOL-63,Qo,01/02/2010,0
HOMOL-1,Qg,01/02/2010,8660.7
HOMOL-102,Qg,01/02/2010,0
HOMOL-21,Qg,01/02/2010,0
HOMOL-3,Qg,01/02/2010,665.5
HOMOL-4,Qg,01/02/2010,6572.9
HOMOL-41,Qg,01/02/2010,0
HOMOL-45,Qg,01/02/2010,0
HOMOL-47,Qg,01/02/2010,0
HOMOL-49,Qg,01/02/2010,0
HOMOL-61DES,Qg,01/02/2010,0
HOMOL-62,Qg,01/02/2010,0
HOMOL-63,Qg,01/02/2010,0
HOMOL-1,Qw,01/02/2010,0
HOMOL-102,Qw,01/02/2010,0
HOMOL-21,Qw,01/02/2010,0
HOMOL-3,Qw,01/02/2010,1244.6
HOMOL-4,Qw,01/02/2010,0
HOMOL-41,Qw,01/02/2010,0
HOMOL-45,Qw,01/02/2010,0
HOMOL-47,Qw,01/02/2010,0
HOMOL-49,Qw,01/02/2010,0
HOMOL-61DES,Qw,01/02/2010,0
HOMOL-62,Qw,01/02/2010,0
HOMOL-63,Qw,01/02/2010,0
HOMOL-1,Qo,01/03/2010,7754.1
HOMOL-102,Qo,01/03/2010,0
HOMOL-21,Qo,01/03/2010,0
HOMOL-3,Qo,01/03/2010,472.1
HOMOL-4,Qo,01/03/2010,6315.7
HOMOL-41,Qo,01/03/2010,0
HOMOL-45,Qo,01/03/2010,0
HOMOL-47,Qo,01/03/2010,0
HOMOL-49,Qo,01/03/2010,0
HOMOL-61DES,Qo,01/03/2010,0
HOMOL-62,Qo,01/03/2010,0
HOMOL-63,Qo,01/03/2010,0
HOMOL-1,Qg,01/03/2010,8163.4
HOMOL-102,Qg,01/03/2010,0
HOMOL-21,Qg,01/03/2010,0
HOMOL-3,Qg,01/03/2010,704.4
HOMOL-4,Qg,01/03/2010,6457
HOMOL-41,Qg,01/03/2010,0
HOMOL-45,Qg,01/03/2010,0
HOMOL-47,Qg,01/03/2010,0
HOMOL-49,Qg,01/03/2010,0
HOMOL-61DES,Qg,01/03/2010,0
HOMOL-62,Qg,01/03/2010,0
HOMOL-63,Qg,01/03/2010,0
HOMOL-1,Qw,01/03/2010,0
HOMOL-102,Qw,01/03/2010,0
HOMOL-21,Qw,01/03/2010,0
HOMOL-3,Qw,01/03/2010,1609.1
HOMOL-4,Qw,01/03/2010,0
HOMOL-41,Qw,01/03/2010,0
HOMOL-45,Qw,01/03/2010,0
HOMOL-47,Qw,01/03/2010,0
HOMOL-49,Qw,01/03/2010,0
HOMOL-61DES,Qw,01/03/2010,0
HOMOL-62,Qw,01/03/2010,0
HOMOL-63,Qw,01/03/2010,0
HOMOL-1,Qo,01/04/2010,7867.5
HOMOL-102,Qo,01/04/2010,0
HOMOL-21,Qo,01/04/2010,0
HOMOL-3,Qo,01/04/2010,464.9
HOMOL-4,Qo,01/04/2010,6209.6
HOMOL-41,Qo,01/04/2010,0
HOMOL-45,Qo,01/04/2010,0
HOMOL-47,Qo,01/04/2010,0
HOMOL-49,Qo,01/04/2010,0
HOMOL-61DES,Qo,01/04/2010,0
HOMOL-62,Qo,01/04/2010,0
HOMOL-63,Qo,01/04/2010,0
HOMOL-1,Qg,01/04/2010,11347.5
HOMOL-102,Qg,01/04/2010,0
HOMOL-21,Qg,01/04/2010,0
HOMOL-3,Qg,01/04/2010,941.2
HOMOL-4,Qg,01/04/2010,8701.2
HOMOL-41,Qg,01/04/2010,0
HOMOL-45,Qg,01/04/2010,0
HOMOL-47,Qg,01/04/2010,0
HOMOL-49,Qg,01/04/2010,0
HOMOL-61DES,Qg,01/04/2010,0
HOMOL-62,Qg,01/04/2010,0
HOMOL-63,Qg,01/04/2010,0
HOMOL-1,Qw,01/04/2010,0
HOMOL-102,Qw,01/04/2010,0
HOMOL-21,Qw,01/04/2010,0
HOMOL-3,Qw,01/04/2010,1471.4
HOMOL-4,Qw,01/04/2010,0
HOMOL-41,Qw,01/04/2010,0
HOMOL-45,Qw,01/04/2010,0
HOMOL-47,Qw,01/04/2010,0
HOMOL-49,Qw,01/04/2010,0
HOMOL-61DES,Qw,01/04/2010,0
HOMOL-62,Qw,01/04/2010,0
HOMOL-63,Qw,01/04/2010,0
HOMOL-1,Qo,01/05/2010,7867.5
HOMOL-102,Qo,01/05/2010,0
HOMOL-21,Qo,01/05/2010,0
HOMOL-3,Qo,01/05/2010,464.9
HOMOL-4,Qo,01/05/2010,6209.6
HOMOL-41,Qo,01/05/2010,0
HOMOL-45,Qo,01/05/2010,0
HOMOL-47,Qo,01/05/2010,0
HOMOL-49,Qo,01/05/2010,0
HOMOL-61DES,Qo,01/05/2010,0
HOMOL-62,Qo,01/05/2010,0
HOMOL-63,Qo,01/05/2010,0
HOMOL-1,Qg,01/05/2010,11345.3
HOMOL-102,Qg,01/05/2010,0
HOMOL-21,Qg,01/05/2010,0
HOMOL-3,Qg,01/05/2010,941
HOMOL-4,Qg,01/05/2010,8699.5
HOMOL-41,Qg,01/05/2010,0
HOMOL-45,Qg,01/05/2010,0
HOMOL-47,Qg,01/05/2010,0
HOMOL-49,Qg,01/05/2010,0
HOMOL-61DES,Qg,01/05/2010,0
HOMOL-62,Qg,01/05/2010,0
HOMOL-63,Qg,01/05/2010,0
HOMOL-1,Qw,01/05/2010,0
HOMOL-102,Qw,01/05/2010,0
HOMOL-21,Qw,01/05/2010,0
HOMOL-3,Qw,01/05/2010,1370.2
HOMOL-4,Qw,01/05/2010,0
HOMOL-41,Qw,01/05/2010,0
HOMOL-45,Qw,01/05/2010,0
HOMOL-47,Qw,01/05/2010,0
HOMOL-49,Qw,01/05/2010,0
HOMOL-61DES,Qw,01/05/2010,0
HOMOL-62,Qw,01/05/2010,0
HOMOL-63,Qw,01/05/2010,0
HOMOL-1,Qo,01/06/2010,7944.3
HOMOL-102,Qo,01/06/2010,0
HOMOL-21,Qo,01/06/2010,0
HOMOL-3,Qo,01/06/2010,469.4
HOMOL-4,Qo,01/06/2010,6196.3
HOMOL-41,Qo,01/06/2010,0
HOMOL-45,Qo,01/06/2010,0
HOMOL-47,Qo,01/06/2010,0
HOMOL-49,Qo,01/06/2010,0
HOMOL-61DES,Qo,01/06/2010,0
HOMOL-62,Qo,01/06/2010,0
HOMOL-63,Qo,01/06/2010,0
HOMOL-1,Qg,01/06/2010,11771.9
HOMOL-102,Qg,01/06/2010,0
HOMOL-21,Qg,01/06/2010,0
HOMOL-3,Qg,01/06/2010,976.4
HOMOL-4,Qg,01/06/2010,8337.4
HOMOL-41,Qg,01/06/2010,0
HOMOL-45,Qg,01/06/2010,0
HOMOL-47,Qg,01/06/2010,0
HOMOL-49,Qg,01/06/2010,0
HOMOL-61DES,Qg,01/06/2010,0
HOMOL-62,Qg,01/06/2010,0
HOMOL-63,Qg,01/06/2010,0
HOMOL-1,Qw,01/06/2010,0
HOMOL-102,Qw,01/06/2010,0
HOMOL-21,Qw,01/06/2010,0
HOMOL-3,Qw,01/06/2010,1362.6
HOMOL-4,Qw,01/06/2010,0
HOMOL-41,Qw,01/06/2010,0
HOMOL-45,Qw,01/06/2010,0
HOMOL-47,Qw,01/06/2010,0
HOMOL-49,Qw,01/06/2010,0
HOMOL-61DES,Qw,01/06/2010,0
HOMOL-62,Qw,01/06/2010,0
HOMOL-63,Qw,01/06/2010,0
HOMOL-1,Qo,01/07/2010,8070.7
HOMOL-102,Qo,01/07/2010,0
HOMOL-21,Qo,01/07/2010,0
HOMOL-3,Qo,01/07/2010,476.6
HOMOL-4,Qo,01/07/2010,6378.7
HOMOL-41,Qo,01/07/2010,0
HOMOL-45,Qo,01/07/2010,0
HOMOL-47,Qo,01/07/2010,0
HOMOL-49,Qo,01/07/2010,0
HOMOL-61DES,Qo,01/07/2010,0
HOMOL-62,Qo,01/07/2010,0
HOMOL-63,Qo,01/07/2010,0
HOMOL-1,Qg,01/07/2010,11878
HOMOL-102,Qg,01/07/2010,0
HOMOL-21,Qg,01/07/2010,0
HOMOL-3,Qg,01/07/2010,985
HOMOL-4,Qg,01/07/2010,8677.7
HOMOL-41,Qg,01/07/2010,0
HOMOL-45,Qg,01/07/2010,0
HOMOL-47,Qg,01/07/2010,0
HOMOL-49,Qg,01/07/2010,0
HOMOL-61DES,Qg,01/07/2010,0
HOMOL-62,Qg,01/07/2010,0
HOMOL-63,Qg,01/07/2010,0
HOMOL-1,Qw,01/07/2010,0
HOMOL-102,Qw,01/07/2010,0
HOMOL-21,Qw,01/07/2010,0
HOMOL-3,Qw,01/07/2010,994.2
HOMOL-4,Qw,01/07/2010,0
HOMOL-41,Qw,01/07/2010,0
HOMOL-45,Qw,01/07/2010,0
HOMOL-47,Qw,01/07/2010,0
HOMOL-49,Qw,01/07/2010,0
HOMOL-61DES,Qw,01/07/2010,0
HOMOL-62,Qw,01/07/2010,0
HOMOL-63,Qw,01/07/2010,0
HOMOL-1,Qo,01/08/2010,7821.7
HOMOL-102,Qo,01/08/2010,0
HOMOL-21,Qo,01/08/2010,0
HOMOL-3,Qo,01/08/2010,449
HOMOL-4,Qo,01/08/2010,8162.4
HOMOL-41,Qo,01/08/2010,0
HOMOL-45,Qo,01/08/2010,0
HOMOL-47,Qo,01/08/2010,0
HOMOL-49,Qo,01/08/2010,0
HOMOL-61DES,Qo,01/08/2010,0
HOMOL-62,Qo,01/08/2010,0
HOMOL-63,Qo,01/08/2010,0
HOMOL-1,Qg,01/08/2010,11649.6
HOMOL-102,Qg,01/08/2010,0
HOMOL-21,Qg,01/08/2010,0
HOMOL-3,Qg,01/08/2010,922.8
HOMOL-4,Qg,01/08/2010,11139.5
HOMOL-41,Qg,01/08/2010,0
HOMOL-45,Qg,01/08/2010,0
HOMOL-47,Qg,01/08/2010,0
HOMOL-49,Qg,01/08/2010,0
HOMOL-61DES,Qg,01/08/2010,0
HOMOL-62,Qg,01/08/2010,0
HOMOL-63,Qg,01/08/2010,0
HOMOL-1,Qw,01/08/2010,0
HOMOL-102,Qw,01/08/2010,0
HOMOL-21,Qw,01/08/2010,0
HOMOL-3,Qw,01/08/2010,855.2
HOMOL-4,Qw,01/08/2010,0
HOMOL-41,Qw,01/08/2010,0
HOMOL-45,Qw,01/08/2010,0
HOMOL-47,Qw,01/08/2010,0
HOMOL-49,Qw,01/08/2010,0
HOMOL-61DES,Qw,01/08/2010,0
HOMOL-62,Qw,01/08/2010,0
HOMOL-63,Qw,01/08/2010,0
HOMOL-1,Qo,01/09/2010,7841.6
HOMOL-102,Qo,01/09/2010,0
HOMOL-21,Qo,01/09/2010,0
HOMOL-3,Qo,01/09/2010,331
HOMOL-4,Qo,01/09/2010,8322.4
HOMOL-41,Qo,01/09/2010,0
HOMOL-45,Qo,01/09/2010,0
HOMOL-47,Qo,01/09/2010,0
HOMOL-49,Qo,01/09/2010,0
HOMOL-61DES,Qo,01/09/2010,0
HOMOL-62,Qo,01/09/2010,0
HOMOL-63,Qo,01/09/2010,0
HOMOL-1,Qg,01/09/2010,11392.9
HOMOL-102,Qg,01/09/2010,0
HOMOL-21,Qg,01/09/2010,0
HOMOL-3,Qg,01/09/2010,673.7
HOMOL-4,Qg,01/09/2010,11723.1
HOMOL-41,Qg,01/09/2010,0
HOMOL-45,Qg,01/09/2010,0
HOMOL-47,Qg,01/09/2010,0
HOMOL-49,Qg,01/09/2010,0
HOMOL-61DES,Qg,01/09/2010,0
HOMOL-62,Qg,01/09/2010,0
HOMOL-63,Qg,01/09/2010,0
HOMOL-1,Qw,01/09/2010,0
HOMOL-102,Qw,01/09/2010,0
HOMOL-21,Qw,01/09/2010,0
HOMOL-3,Qw,01/09/2010,740.4
HOMOL-4,Qw,01/09/2010,0
HOMOL-41,Qw,01/09/2010,0
HOMOL-45,Qw,01/09/2010,0
HOMOL-47,Qw,01/09/2010,0
HOMOL-49,Qw,01/09/2010,0
HOMOL-61DES,Qw,01/09/2010,0
HOMOL-62,Qw,01/09/2010,0
HOMOL-63,Qw,01/09/2010,0
HOMOL-1,Qo,01/10/2010,7814.8
HOMOL-102,Qo,01/10/2010,0
HOMOL-21,Qo,01/10/2010,6343.1
HOMOL-3,Qo,01/10/2010,150.1
HOMOL-4,Qo,01/10/2010,8291.1
HOMOL-41,Qo,01/10/2010,0
HOMOL-45,Qo,01/10/2010,0
HOMOL-47,Qo,01/10/2010,0
HOMOL-49,Qo,01/10/2010,0
HOMOL-61DES,Qo,01/10/2010,0
HOMOL-62,Qo,01/10/2010,0
HOMOL-63,Qo,01/10/2010,0
HOMOL-1,Qg,01/10/2010,12257.9
HOMOL-102,Qg,01/10/2010,0
HOMOL-21,Qg,01/10/2010,9152.4
HOMOL-3,Qg,01/10/2010,278.5
HOMOL-4,Qg,01/10/2010,9132.8
HOMOL-41,Qg,01/10/2010,0
HOMOL-45,Qg,01/10/2010,0
HOMOL-47,Qg,01/10/2010,0
HOMOL-49,Qg,01/10/2010,0
HOMOL-61DES,Qg,01/10/2010,0
HOMOL-62,Qg,01/10/2010,0
HOMOL-63,Qg,01/10/2010,0
HOMOL-1,Qw,01/10/2010,0
HOMOL-102,Qw,01/10/2010,0
HOMOL-21,Qw,01/10/2010,0
HOMOL-3,Qw,01/10/2010,422.6
HOMOL-4,Qw,01/10/2010,0
HOMOL-41,Qw,01/10/2010,0
HOMOL-45,Qw,01/10/2010,0
HOMOL-47,Qw,01/10/2010,0
HOMOL-49,Qw,01/10/2010,0
HOMOL-61DES,Qw,01/10/2010,0
HOMOL-62,Qw,01/10/2010,0
HOMOL-63,Qw,01/10/2010,0
HOMOL-1,Qo,01/11/2010,7637.6
HOMOL-102,Qo,01/11/2010,0
HOMOL-21,Qo,01/11/2010,6731.3
HOMOL-3,Qo,01/11/2010,28.3
HOMOL-4,Qo,01/11/2010,8103.1
HOMOL-41,Qo,01/11/2010,0
HOMOL-45,Qo,01/11/2010,0
HOMOL-47,Qo,01/11/2010,0
HOMOL-49,Qo,01/11/2010,0
HOMOL-61DES,Qo,01/11/2010,0
HOMOL-62,Qo,01/11/2010,0
HOMOL-63,Qo,01/11/2010,0
HOMOL-1,Qg,01/11/2010,11865
HOMOL-102,Qg,01/11/2010,0
HOMOL-21,Qg,01/11/2010,9510.3
HOMOL-3,Qg,01/11/2010,52.2
HOMOL-4,Qg,01/11/2010,8840.1
HOMOL-41,Qg,01/11/2010,0
HOMOL-45,Qg,01/11/2010,0
HOMOL-47,Qg,01/11/2010,0
HOMOL-49,Qg,01/11/2010,0
HOMOL-61DES,Qg,01/11/2010,0
HOMOL-62,Qg,01/11/2010,0
HOMOL-63,Qg,01/11/2010,0
HOMOL-1,Qw,01/11/2010,0
HOMOL-102,Qw,01/11/2010,0
HOMOL-21,Qw,01/11/2010,0
HOMOL-3,Qw,01/11/2010,20.4
HOMOL-4,Qw,01/11/2010,0
HOMOL-41,Qw,01/11/2010,0
HOMOL-45,Qw,01/11/2010,0
HOMOL-47,Qw,01/11/2010,0
HOMOL-49,Qw,01/11/2010,0
HOMOL-61DES,Qw,01/11/2010,0
HOMOL-62,Qw,01/11/2010,0
HOMOL-63,Qw,01/11/2010,0
HOMOL-1,Qo,01/12/2010,7491.5
HOMOL-102,Qo,01/12/2010,0
HOMOL-21,Qo,01/12/2010,6654
HOMOL-3,Qo,01/12/2010,0
HOMOL-4,Qo,01/12/2010,7874.5
HOMOL-41,Qo,01/12/2010,0
HOMOL-45,Qo,01/12/2010,0
HOMOL-47,Qo,01/12/2010,0
HOMOL-49,Qo,01/12/2010,0
HOMOL-61DES,Qo,01/12/2010,0
HOMOL-62,Qo,01/12/2010,0
HOMOL-63,Qo,01/12/2010,0
HOMOL-1,Qg,01/12/2010,11032.4
HOMOL-102,Qg,01/12/2010,0
HOMOL-21,Qg,01/12/2010,8873.4
HOMOL-3,Qg,01/12/2010,0
HOMOL-4,Qg,01/12/2010,9639.1
HOMOL-41,Qg,01/12/2010,0
HOMOL-45,Qg,01/12/2010,0
HOMOL-47,Qg,01/12/2010,0
HOMOL-49,Qg,01/12/2010,0
HOMOL-61DES,Qg,01/12/2010,0
HOMOL-62,Qg,01/12/2010,0
HOMOL-63,Qg,01/12/2010,0
HOMOL-1,Qw,01/12/2010,54.8
HOMOL-102,Qw,01/12/2010,0
HOMOL-21,Qw,01/12/2010,4.8
HOMOL-3,Qw,01/12/2010,0
HOMOL-4,Qw,01/12/2010,0
HOMOL-41,Qw,01/12/2010,0
HOMOL-45,Qw,01/12/2010,0
HOMOL-47,Qw,01/12/2010,0
HOMOL-49,Qw,01/12/2010,0
HOMOL-61DES,Qw,01/12/2010,0
HOMOL-62,Qw,01/12/2010,0
HOMOL-63,Qw,01/12/2010,0
HOMOL-1,Qo,01/01/2011,7911.9
HOMOL-102,Qo,01/01/2011,0
HOMOL-21,Qo,01/01/2011,6280.3
HOMOL-3,Qo,01/01/2011,0
HOMOL-4,Qo,01/01/2011,7805.2
HOMOL-41,Qo,01/01/2011,0
HOMOL-45,Qo,01/01/2011,0
HOMOL-47,Qo,01/01/2011,0
HOMOL-49,Qo,01/01/2011,0
HOMOL-61DES,Qo,01/01/2011,0
HOMOL-62,Qo,01/01/2011,0
HOMOL-63,Qo,01/01/2011,0
HOMOL-1,Qg,01/01/2011,11021.2
HOMOL-102,Qg,01/01/2011,0
HOMOL-21,Qg,01/01/2011,8864.6
HOMOL-3,Qg,01/01/2011,0
HOMOL-4,Qg,01/01/2011,9474.4
HOMOL-41,Qg,01/01/2011,0
HOMOL-45,Qg,01/01/2011,0
HOMOL-47,Qg,01/01/2011,0
HOMOL-49,Qg,01/01/2011,0
HOMOL-61DES,Qg,01/01/2011,0
HOMOL-62,Qg,01/01/2011,0
HOMOL-63,Qg,01/01/2011,0
HOMOL-1,Qw,01/01/2011,0
HOMOL-102,Qw,01/01/2011,0
HOMOL-21,Qw,01/01/2011,0
HOMOL-3,Qw,01/01/2011,0
HOMOL-4,Qw,01/01/2011,0
HOMOL-41,Qw,01/01/2011,0
HOMOL-45,Qw,01/01/2011,0
HOMOL-47,Qw,01/01/2011,0
HOMOL-49,Qw,01/01/2011,0
HOMOL-61DES,Qw,01/01/2011,0
HOMOL-62,Qw,01/01/2011,0
HOMOL-63,Qw,01/01/2011,0
HOMOL-1,Qo,01/02/2011,7513.5
HOMOL-102,Qo,01/02/2011,0
HOMOL-21,Qo,01/02/2011,5504.8
HOMOL-3,Qo,01/02/2011,0
HOMOL-4,Qo,01/02/2011,6993.9
HOMOL-41,Qo,01/02/2011,0
HOMOL-45,Qo,01/02/2011,0
HOMOL-47,Qo,01/02/2011,0
HOMOL-49,Qo,01/02/2011,0
HOMOL-61DES,Qo,01/02/2011,0
HOMOL-62,Qo,01/02/2011,0
HOMOL-63,Qo,01/02/2011,0
HOMOL-1,Qg,01/02/2011,10906.8
HOMOL-102,Qg,01/02/2011,0
HOMOL-21,Qg,01/02/2011,8864.4
HOMOL-3,Qg,01/02/2011,0
HOMOL-4,Qg,01/02/2011,9474.2
HOMOL-41,Qg,01/02/2011,0
HOMOL-45,Qg,01/02/2011,0
HOMOL-47,Qg,01/02/2011,0
HOMOL-49,Qg,01/02/2011,0
HOMOL-61DES,Qg,01/02/2011,0
HOMOL-62,Qg,01/02/2011,0
HOMOL-63,Qg,01/02/2011,0
HOMOL-1,Qw,01/02/2011,0
HOMOL-102,Qw,01/02/2011,0
HOMOL-21,Qw,01/02/2011,0
HOMOL-3,Qw,01/02/2011,0
HOMOL-4,Qw,01/02/2011,0
HOMOL-41,Qw,01/02/2011,0
HOMOL-45,Qw,01/02/2011,0
HOMOL-47,Qw,01/02/2011,0
HOMOL-49,Qw,01/02/2011,0
HOMOL-61DES,Qw,01/02/2011,0
HOMOL-62,Qw,01/02/2011,0
HOMOL-63,Qw,01/02/2011,0
HOMOL-1,Qo,01/03/2011,8216.2
HOMOL-102,Qo,01/03/2011,879.8
HOMOL-21,Qo,01/03/2011,6112.8
HOMOL-3,Qo,01/03/2011,0
HOMOL-4,Qo,01/03/2011,7592
HOMOL-41,Qo,01/03/2011,0
HOMOL-45,Qo,01/03/2011,0
HOMOL-47,Qo,01/03/2011,0
HOMOL-49,Qo,01/03/2011,0
HOMOL-61DES,Qo,01/03/2011,0
HOMOL-62,Qo,01/03/2011,0
HOMOL-63,Qo,01/03/2011,0
HOMOL-1,Qg,01/03/2011,10848.1
HOMOL-102,Qg,01/03/2011,1170.7
HOMOL-21,Qg,01/03/2011,8844.9
HOMOL-3,Qg,01/03/2011,0
HOMOL-4,Qg,01/03/2011,9453.3
HOMOL-41,Qg,01/03/2011,0
HOMOL-45,Qg,01/03/2011,0
HOMOL-47,Qg,01/03/2011,0
HOMOL-49,Qg,01/03/2011,0
HOMOL-61DES,Qg,01/03/2011,0
HOMOL-62,Qg,01/03/2011,0
HOMOL-63,Qg,01/03/2011,0
HOMOL-1,Qw,01/03/2011,0
HOMOL-102,Qw,01/03/2011,0
HOMOL-21,Qw,01/03/2011,0
HOMOL-3,Qw,01/03/2011,0
HOMOL-4,Qw,01/03/2011,0
HOMOL-41,Qw,01/03/2011,0
HOMOL-45,Qw,01/03/2011,0
HOMOL-47,Qw,01/03/2011,0
HOMOL-49,Qw,01/03/2011,0
HOMOL-61DES,Qw,01/03/2011,0
HOMOL-62,Qw,01/03/2011,0
HOMOL-63,Qw,01/03/2011,0
HOMOL-1,Qo,01/04/2011,7926.3
HOMOL-102,Qo,01/04/2011,5907.6
HOMOL-21,Qo,01/04/2011,6097
HOMOL-3,Qo,01/04/2011,0
HOMOL-4,Qo,01/04/2011,7572.4
HOMOL-41,Qo,01/04/2011,0
HOMOL-45,Qo,01/04/2011,0
HOMOL-47,Qo,01/04/2011,0
HOMOL-49,Qo,01/04/2011,0
HOMOL-61DES,Qo,01/04/2011,0
HOMOL-62,Qo,01/04/2011,0
HOMOL-63,Qo,01/04/2011,0
HOMOL-1,Qg,01/04/2011,10335.9
HOMOL-102,Qg,01/04/2011,7635.1
HOMOL-21,Qg,01/04/2011,8514
HOMOL-3,Qg,01/04/2011,0
HOMOL-4,Qg,01/04/2011,9134.6
HOMOL-41,Qg,01/04/2011,0
HOMOL-45,Qg,01/04/2011,0
HOMOL-47,Qg,01/04/2011,0
HOMOL-49,Qg,01/04/2011,0
HOMOL-61DES,Qg,01/04/2011,0
HOMOL-62,Qg,01/04/2011,0
HOMOL-63,Qg,01/04/2011,0
HOMOL-1,Qw,01/04/2011,0
HOMOL-102,Qw,01/04/2011,0
HOMOL-21,Qw,01/04/2011,0
HOMOL-3,Qw,01/04/2011,0
HOMOL-4,Qw,01/04/2011,0
HOMOL-41,Qw,01/04/2011,0
HOMOL-45,Qw,01/04/2011,0
HOMOL-47,Qw,01/04/2011,0
HOMOL-49,Qw,01/04/2011,0
HOMOL-61DES,Qw,01/04/2011,0
HOMOL-62,Qw,01/04/2011,0
HOMOL-63,Qw,01/04/2011,0
HOMOL-1,Qo,01/05/2011,8727.5
HOMOL-102,Qo,01/05/2011,6380.8
HOMOL-21,Qo,01/05/2011,6585.3
HOMOL-3,Qo,01/05/2011,0
HOMOL-4,Qo,01/05/2011,8178.9
HOMOL-41,Qo,01/05/2011,0
HOMOL-45,Qo,01/05/2011,0
HOMOL-47,Qo,01/05/2011,0
HOMOL-49,Qo,01/05/2011,0
HOMOL-61DES,Qo,01/05/2011,0
HOMOL-62,Qo,01/05/2011,0
HOMOL-63,Qo,01/05/2011,0
HOMOL-1,Qg,01/05/2011,10466
HOMOL-102,Qg,01/05/2011,8453.7
HOMOL-21,Qg,01/05/2011,9489
HOMOL-3,Qg,01/05/2011,0
HOMOL-4,Qg,01/05/2011,10253.1
HOMOL-41,Qg,01/05/2011,0
HOMOL-45,Qg,01/05/2011,0
HOMOL-47,Qg,01/05/2011,0
HOMOL-49,Qg,01/05/2011,0
HOMOL-61DES,Qg,01/05/2011,0
HOMOL-62,Qg,01/05/2011,0
HOMOL-63,Qg,01/05/2011,0
HOMOL-1,Qw,01/05/2011,0
HOMOL-102,Qw,01/05/2011,0
HOMOL-21,Qw,01/05/2011,0
HOMOL-3,Qw,01/05/2011,0
HOMOL-4,Qw,01/05/2011,0
HOMOL-41,Qw,01/05/2011,0
HOMOL-45,Qw,01/05/2011,0
HOMOL-47,Qw,01/05/2011,0
HOMOL-49,Qw,01/05/2011,0
HOMOL-61DES,Qw,01/05/2011,0
HOMOL-62,Qw,01/05/2011,0
HOMOL-63,Qw,01/05/2011,0
HOMOL-1,Qo,01/06/2011,8101.3
HOMOL-102,Qo,01/06/2011,5923
HOMOL-21,Qo,01/06/2011,8910.8
HOMOL-3,Qo,01/06/2011,211.3
HOMOL-4,Qo,01/06/2011,7592
HOMOL-41,Qo,01/06/2011,0
HOMOL-45,Qo,01/06/2011,0
HOMOL-47,Qo,01/06/2011,0
HOMOL-49,Qo,01/06/2011,0
HOMOL-61DES,Qo,01/06/2011,0
HOMOL-62,Qo,01/06/2011,0
HOMOL-63,Qo,01/06/2011,0
HOMOL-1,Qg,01/06/2011,9721
HOMOL-102,Qg,01/06/2011,8273.7
HOMOL-21,Qg,01/06/2011,10932.9
HOMOL-3,Qg,01/06/2011,263.2
HOMOL-4,Qg,01/06/2011,10582.9
HOMOL-41,Qg,01/06/2011,0
HOMOL-45,Qg,01/06/2011,0
HOMOL-47,Qg,01/06/2011,0
HOMOL-49,Qg,01/06/2011,0
HOMOL-61DES,Qg,01/06/2011,0
HOMOL-62,Qg,01/06/2011,0
HOMOL-63,Qg,01/06/2011,0
HOMOL-1,Qw,01/06/2011,0
HOMOL-102,Qw,01/06/2011,0
HOMOL-21,Qw,01/06/2011,0
HOMOL-3,Qw,01/06/2011,0
HOMOL-4,Qw,01/06/2011,0
HOMOL-41,Qw,01/06/2011,0
HOMOL-45,Qw,01/06/2011,0
HOMOL-47,Qw,01/06/2011,0
HOMOL-49,Qw,01/06/2011,0
